Input name	Full structure level	sn-DB-position level	sn-position level	Molecular species level	Species level
DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(16:1(9)/22:5(7,10,13,16,19)/0:0)	DG(16:1/22:5/0:0)	DG(0:0_16:1_22:5)	DG(38:6)
DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:0/20:4(5,8,11,14)/0:0)	DG(18:0/20:4/0:0)	DG(0:0_18:0_20:4)	DG(38:4)
DG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:0/20:5(5,8,11,14,17)/0:0)	DG(18:0/20:5/0:0)	DG(0:0_18:0_20:5)	DG(38:5)
DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:0/22:4(7,10,13,16)/0:0)	DG(18:0/22:4/0:0)	DG(0:0_18:0_22:4)	DG(40:4)
DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:0/22:6(4,7,10,13,16,19)/0:0)	DG(18:0/22:6/0:0)	DG(0:0_18:0_22:6)	DG(40:6)
DG(18:1(11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:1(11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:1(11)/20:3(5,8,11)/0:0)	DG(18:1/20:3/0:0)	DG(0:0_18:1_20:3)	DG(38:4)
DG(18:1(11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:1(11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:1(11)/20:3(8,11,14)/0:0)	DG(18:1/20:3/0:0)	DG(0:0_18:1_20:3)	DG(38:4)
DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:1(11)/20:4(5,8,11,14)/0:0)	DG(18:1/20:4/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(18:1(11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:1(11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:1(11)/20:4(8,11,14,17)/0:0)	DG(18:1/20:4/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:1(11)/20:5(5,8,11,14,17)/0:0)	DG(18:1/20:5/0:0)	DG(0:0_18:1_20:5)	DG(38:6)
DG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:1(11)/22:5(4,7,10,13,16)/0:0)	DG(18:1/22:5/0:0)	DG(0:0_18:1_22:5)	DG(40:6)
DG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(11)/22:5(7,10,13,16,19)/0:0)	DG(18:1/22:5/0:0)	DG(0:0_18:1_22:5)	DG(40:6)
DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(11)/22:6(4,7,10,13,16,19)/0:0)	DG(18:1/22:6/0:0)	DG(0:0_18:1_22:6)	DG(40:7)
DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:1(9)/20:4(5,8,11,14)/0:0)	DG(18:1/20:4/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(18:1(9Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:1(9Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:1(9)/20:4(8,11,14,17)/0:0)	DG(18:1/20:4/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(18:1(9)/20:5(5,8,11,14,17)/0:0)	DG(18:1/20:5/0:0)	DG(0:0_18:1_20:5)	DG(38:6)
DG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:1(9)/22:4(7,10,13,16)/0:0)	DG(18:1/22:4/0:0)	DG(0:0_18:1_22:4)	DG(40:5)
DG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:1(9)/22:5(4,7,10,13,16)/0:0)	DG(18:1/22:5/0:0)	DG(0:0_18:1_22:5)	DG(40:6)
DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(9)/22:5(7,10,13,16,19)/0:0)	DG(18:1/22:5/0:0)	DG(0:0_18:1_22:5)	DG(40:6)
DG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:1(9)/22:6(4,7,10,13,16,19)/0:0)	DG(18:1/22:6/0:0)	DG(0:0_18:1_22:6)	DG(40:7)
DG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:2(9,12)/20:3(5,8,11)/0:0)	DG(18:2/20:3/0:0)	DG(0:0_18:2_20:3)	DG(38:5)
DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(18:2(9,12)/20:4(5,8,11,14)/0:0)	DG(18:2/20:4/0:0)	DG(0:0_18:2_20:4)	DG(38:6)
DG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(18:2(9,12)/20:4(8,11,14,17)/0:0)	DG(18:2/20:4/0:0)	DG(0:0_18:2_20:4)	DG(38:6)
DG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:2(9,12)/22:4(7,10,13,16)/0:0)	DG(18:2/22:4/0:0)	DG(0:0_18:2_22:4)	DG(40:6)
DG(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	DG(18:2(9,12)/22:5(4,7,10,13,16)/0:0)	DG(18:2/22:5/0:0)	DG(0:0_18:2_22:5)	DG(40:7)
DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:2(9,12)/22:5(7,10,13,16,19)/0:0)	DG(18:2/22:5/0:0)	DG(0:0_18:2_22:5)	DG(40:7)
DG(18:3(6Z,9Z,12Z)/20:1(11Z)/0:0)	DG(18:3(6Z,9Z,12Z)/20:1(11Z)/0:0)	DG(18:3(6,9,12)/20:1(11)/0:0)	DG(18:3/20:1/0:0)	DG(0:0_18:3_20:1)	DG(38:4)
DG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:3(6,9,12)/20:3(5,8,11)/0:0)	DG(18:3/20:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:3(6,9,12)/20:3(8,11,14)/0:0)	DG(18:3/20:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(18:3(6Z,9Z,12Z)/22:1(13Z)/0:0)	DG(18:3(6Z,9Z,12Z)/22:1(13Z)/0:0)	DG(18:3(6,9,12)/22:1(13)/0:0)	DG(18:3/22:1/0:0)	DG(0:0_18:3_22:1)	DG(40:4)
DG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:3(6,9,12)/22:4(7,10,13,16)/0:0)	DG(18:3/22:4/0:0)	DG(0:0_18:3_22:4)	DG(40:7)
DG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/0:0)	DG(18:3(9,12,15)/20:3(5,8,11)/0:0)	DG(18:3/20:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)	DG(18:3(9,12,15)/20:3(8,11,14)/0:0)	DG(18:3/20:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)	DG(18:3(9,12,15)/22:4(7,10,13,16)/0:0)	DG(18:3/22:4/0:0)	DG(0:0_18:3_22:4)	DG(40:7)
DG(18:4(6Z,9Z,12Z,15Z)/18:1(11Z)/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/18:1(11Z)/0:0)	DG(18:4(6,9,12,15)/18:1(11)/0:0)	DG(18:4/18:1/0:0)	DG(0:0_18:1_18:4)	DG(36:5)
DG(18:4(6Z,9Z,12Z,15Z)/20:0/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/20:0/0:0)	DG(18:4(6,9,12,15)/20:0/0:0)	DG(18:4/20:0/0:0)	DG(0:0_18:4_20:0)	DG(38:4)
DG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/0:0)	DG(18:4(6,9,12,15)/20:1(11)/0:0)	DG(18:4/20:1/0:0)	DG(0:0_18:4_20:1)	DG(38:5)
DG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)	DG(18:4(6,9,12,15)/20:2(11,14)/0:0)	DG(18:4/20:2/0:0)	DG(0:0_18:4_20:2)	DG(38:6)
DG(18:4(6Z,9Z,12Z,15Z)/22:0/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/22:0/0:0)	DG(18:4(6,9,12,15)/22:0/0:0)	DG(18:4/22:0/0:0)	DG(0:0_18:4_22:0)	DG(40:4)
DG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)/0:0)	DG(18:4(6,9,12,15)/22:2(13,16)/0:0)	DG(18:4/22:2/0:0)	DG(0:0_18:4_22:2)	DG(40:6)
DG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	DG(18:4(6,9,12,15)/22:6(4,7,10,13,16,19)/0:0)	DG(18:4/22:6/0:0)	DG(0:0_18:4_22:6)	DG(40:10)
DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:0/18:4(6,9,12,15)/0:0)	DG(20:0/18:4/0:0)	DG(0:0_18:4_20:0)	DG(38:4)
DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:0/20:4(5,8,11,14)/0:0)	DG(20:0/20:4/0:0)	DG(0:0_20:0_20:4)	DG(40:4)
DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:0/20:4(8,11,14,17)/0:0)	DG(20:0/20:4/0:0)	DG(0:0_20:0_20:4)	DG(40:4)
DG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:0/20:5(5,8,11,14,17)/0:0)	DG(20:0/20:5/0:0)	DG(0:0_20:0_20:5)	DG(40:5)
DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)	DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)	DG(20:1(11)/18:3(6,9,12)/0:0)	DG(20:1/18:3/0:0)	DG(0:0_18:3_20:1)	DG(38:4)
DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:1(11)/18:4(6,9,12,15)/0:0)	DG(20:1/18:4/0:0)	DG(0:0_18:4_20:1)	DG(38:5)
DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:1(11)/20:3(5,8,11)/0:0)	DG(20:1/20:3/0:0)	DG(0:0_20:1_20:3)	DG(40:4)
DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:1(11)/20:3(8,11,14)/0:0)	DG(20:1/20:3/0:0)	DG(0:0_20:1_20:3)	DG(40:4)
DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:1(11)/20:5(5,8,11,14,17)/0:0)	DG(20:1/20:5/0:0)	DG(0:0_20:1_20:5)	DG(40:6)
DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(20:2(11,14)/18:4(6,9,12,15)/0:0)	DG(20:2/18:4/0:0)	DG(0:0_18:4_20:2)	DG(38:6)
DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:2(11,14)/20:4(5,8,11,14)/0:0)	DG(20:2/20:4/0:0)	DG(0:0_20:2_20:4)	DG(40:6)
DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:2(11,14)/20:4(8,11,14,17)/0:0)	DG(20:2/20:4/0:0)	DG(0:0_20:2_20:4)	DG(40:6)
DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)	DG(20:2(11,14)/20:5(5,8,11,14,17)/0:0)	DG(20:2/20:5/0:0)	DG(0:0_20:2_20:5)	DG(40:7)
DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0)	DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0)	DG(20:3(5,8,11)/18:2(9,12)/0:0)	DG(20:3/18:2/0:0)	DG(0:0_18:2_20:3)	DG(38:5)
DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0)	DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0)	DG(20:3(5,8,11)/18:3(9,12,15)/0:0)	DG(20:3/18:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0)	DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0)	DG(20:3(5,8,11)/20:1(11)/0:0)	DG(20:3/20:1/0:0)	DG(0:0_20:1_20:3)	DG(40:4)
DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:3(5,8,11)/20:3(5,8,11)/0:0)	DG(20:3/20:3/0:0)	DG(0:0_20:3_20:3)	DG(40:6)
DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:3(5,8,11)/20:3(8,11,14)/0:0)	DG(20:3/20:3/0:0)	DG(0:0_20:3_20:3)	DG(40:6)
DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:3(5,8,11)/20:4(5,8,11,14)/0:0)	DG(20:3/20:4/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:3(5,8,11)/20:4(8,11,14,17)/0:0)	DG(20:3/20:4/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)	DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)	DG(20:3(8,11,14)/18:3(6,9,12)/0:0)	DG(20:3/18:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)	DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)	DG(20:3(8,11,14)/18:3(9,12,15)/0:0)	DG(20:3/18:3/0:0)	DG(0:0_18:3_20:3)	DG(38:6)
DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0)	DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0)	DG(20:3(8,11,14)/20:1(11)/0:0)	DG(20:3/20:1/0:0)	DG(0:0_20:1_20:3)	DG(40:4)
DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:3(8,11,14)/20:3(5,8,11)/0:0)	DG(20:3/20:3/0:0)	DG(0:0_20:3_20:3)	DG(40:6)
DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:3(8,11,14)/20:3(8,11,14)/0:0)	DG(20:3/20:3/0:0)	DG(0:0_20:3_20:3)	DG(40:6)
DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:3(8,11,14)/20:4(5,8,11,14)/0:0)	DG(20:3/20:4/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)	DG(20:3(8,11,14)/20:4(8,11,14,17)/0:0)	DG(20:3/20:4/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:4(5Z,8Z,11Z,14Z)/16:0/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/16:0/0:0)	DG(20:4(5,8,11,14)/16:0/0:0)	DG(20:4/16:0/0:0)	DG(0:0_16:0_20:4)	DG(36:4)
DG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/0:0)	DG(20:4(5,8,11,14)/16:1(9)/0:0)	DG(20:4/16:1/0:0)	DG(0:0_16:1_20:4)	DG(36:5)
DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)	DG(20:4(5,8,11,14)/18:0/0:0)	DG(20:4/18:0/0:0)	DG(0:0_18:0_20:4)	DG(38:4)
DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0)	DG(20:4(5,8,11,14)/18:1(11)/0:0)	DG(20:4/18:1/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0)	DG(20:4(5,8,11,14)/18:1(9)/0:0)	DG(20:4/18:1/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)	DG(20:4(5,8,11,14)/18:2(9,12)/0:0)	DG(20:4/18:2/0:0)	DG(0:0_18:2_20:4)	DG(38:6)
DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0)	DG(20:4(5,8,11,14)/20:0/0:0)	DG(20:4/20:0/0:0)	DG(0:0_20:0_20:4)	DG(40:4)
DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0)	DG(20:4(5,8,11,14)/20:2(11,14)/0:0)	DG(20:4/20:2/0:0)	DG(0:0_20:2_20:4)	DG(40:6)
DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:4(5,8,11,14)/20:3(5,8,11)/0:0)	DG(20:4/20:3/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:4(5,8,11,14)/20:3(8,11,14)/0:0)	DG(20:4/20:3/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	DG(20:4(5,8,11,14)/20:4(5,8,11,14)/0:0)	DG(20:4/20:4/0:0)	DG(0:0_20:4_20:4)	DG(40:8)
DG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/0:0)	DG(20:4(8,11,14,17)/16:1(9)/0:0)	DG(20:4/16:1/0:0)	DG(0:0_16:1_20:4)	DG(36:5)
DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)	DG(20:4(8,11,14,17)/18:1(11)/0:0)	DG(20:4/18:1/0:0)	DG(0:0_18:1_20:4)	DG(38:5)
DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)	DG(20:4(8,11,14,17)/18:2(9,12)/0:0)	DG(20:4/18:2/0:0)	DG(0:0_18:2_20:4)	DG(38:6)
DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0)	DG(20:4(8,11,14,17)/20:0/0:0)	DG(20:4/20:0/0:0)	DG(0:0_20:0_20:4)	DG(40:4)
DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)	DG(20:4(8,11,14,17)/20:2(11,14)/0:0)	DG(20:4/20:2/0:0)	DG(0:0_20:2_20:4)	DG(40:6)
DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)	DG(20:4(8,11,14,17)/20:3(5,8,11)/0:0)	DG(20:4/20:3/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)	DG(20:4(8,11,14,17)/20:3(8,11,14)/0:0)	DG(20:4/20:3/0:0)	DG(0:0_20:3_20:4)	DG(40:7)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0/0:0)	DG(20:5(5,8,11,14,17)/16:0/0:0)	DG(20:5/16:0/0:0)	DG(0:0_16:0_20:5)	DG(36:5)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:0/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:0/0:0)	DG(20:5(5,8,11,14,17)/18:0/0:0)	DG(20:5/18:0/0:0)	DG(0:0_18:0_20:5)	DG(38:5)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)	DG(20:5(5,8,11,14,17)/18:1(11)/0:0)	DG(20:5/18:1/0:0)	DG(0:0_18:1_20:5)	DG(38:6)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)	DG(20:5(5,8,11,14,17)/18:1(9)/0:0)	DG(20:5/18:1/0:0)	DG(0:0_18:1_20:5)	DG(38:6)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/0:0)	DG(20:5(5,8,11,14,17)/20:1(11)/0:0)	DG(20:5/20:1/0:0)	DG(0:0_20:1_20:5)	DG(40:6)
DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)	DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)	DG(20:5(5,8,11,14,17)/20:2(11,14)/0:0)	DG(20:5/20:2/0:0)	DG(0:0_20:2_20:5)	DG(40:7)
DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0)	DG(22:0/18:4(6,9,12,15)/0:0)	DG(22:0/18:4/0:0)	DG(0:0_18:4_22:0)	DG(40:4)
